price,region,locality,type,bedrooms,bathrooms,area,rooms
515000,North,Xemxija,Penthouse,3,0,205,6
595000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,220,9
319000,South,Fgura,Maisonette,2,1,116,5
380000,Central,Lija,Apartment,3,2,125,6
250000,South,Marsascala,Apartment,3,2,99,7
799000,South,Luqa,House of Character,5,1,314,10
380000,North,Mellieha,Maisonette,3,2,148,8
860000,Central,Attard,Bungalow Semi-detached,3,3,332,9
270000,Central,Qormi,Penthouse,3,2,153,6
160000,Central,Qormi,Maisonette Duplex,1,2,80,6
150000,Central,Qormi,Maisonette,1,2,40,5
395000,South,Tarxien,Townhouse,4,6,247,13
3500000,North,Mellieha,Bungalow Detached,3,3,1970,8
185000,North,Xemxija,Apartment,2,1,120,5
1600000,Sliema and St Julians Surroundings,Madliena,Villa Semi-detached,3,3,620,9
600000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,2,130,6
650000,Sliema and St Julians Surroundings,Sliema,Townhouse,4,3,165,12
277000,South,Zurrieq,Apartment,2,1,145,6
180000,Sliema and St Julians Surroundings,San Gwann,Apartment,1,2,53,5
372000,South,Vittoriosa,Townhouse,3,1,95,7
285000,Central,Floriana,Apartment,2,1,73,5
2820000,Sliema and St Julians Surroundings,Ta' Xbiex,Villa Detached,3,3,386,11
2126000,North,Salina,Farmhouse,3,4,1600,9
1150000,Sliema and St Julians Surroundings,Sliema,Townhouse,5,3,250,11
1850000,Sliema and St Julians Surroundings,Tigne Point,Apartment,2,2,177,7
1150000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,3,222,10
699000,South,Fgura,Terraced House,4,3,390,11
2550000,Central,Iklin,Bungalow Detached,4,5,900,21
925000,Sliema and St Julians Surroundings,St Julian's,Block Of Apartments,3,6,300,14
1050000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,210,7
375000,Central,Gharghur,Apartment,3,2,160,8
535000,South,Kalkara,Terraced House,3,2,190,10
580000,South,Zabbar,House of Character,4,4,199,10
580000,Central,Hamrun,Townhouse,4,5,215,11
735000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,3,250,9
160000,North,St Paul's Bay,Apartment,3,1,121,6
290000,North,Qawra,Apartment,3,2,200,6
350000,South,Zejtun,House of Character,3,2,240,8
440000,North,Qawra,Penthouse Duplex,4,3,235,9
450000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,3,164,8
975000,Sliema and St Julians Surroundings,Pender Place,Apartment Duplex,3,3,275,13
266000,South,Zejtun,Apartment,4,2,126,8
405000,Central,Gharghur,Maisonette Duplex,3,3,182,9
2250000,Central,Zebbug,House of Character,6,7,1090,17
270000,South,Marsascala,Apartment,2,2,102,6
175000,Central,Qormi,Apartment,2,2,101,5
160000,Central,Qormi,Apartment,2,1,81,4
500000,South,Cospicua,Site,3,1,227,6
373000,Central,Santa Venera,Maisonette Solitary,2,2,106,6
475000,Valletta,Valletta,Apartment,2,2,87,5
1150000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,2,205,8
410000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,110,9
2200000,Central,Siggiewi,Farmhouse,3,3,475,10
430000,North,Rabat,Penthouse,3,2,151,7
530000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,3,2,122,8
415000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,2,2,132,7
380000,Central,Lija,Maisonette,3,2,170,7
480000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,69,5
362000,Sliema and St Julians Surroundings,Kappara,Apartment,3,2,134,8
282000,Sliema and St Julians Surroundings,Kappara,Apartment,2,2,105,6
378000,Sliema and St Julians Surroundings,Kappara,Apartment,3,2,145,8
378000,Sliema and St Julians Surroundings,Kappara,Apartment,3,2,145,8
340000,Sliema and St Julians Surroundings,Msida,Apartment,3,0,110,5
395000,Central,Qormi,House of Character,2,2,137,7
695000,Sliema and St Julians Surroundings,Guardamangia,Penthouse,2,2,184,5
295000,Central,Birkirkara,Apartment,3,1,142,6
385000,Sliema and St Julians Surroundings,Swieqi,Penthouse,2,2,145,5
895000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Terraced House,3,2,112,7
170000,Central,Mosta,Apartment,3,1,115,5
552000,North,St Paul's Bay,Apartment,3,2,345,8
563500,North,St Paul's Bay,Apartment,3,2,256,8
1600000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,3,285,7
215000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Apartment,2,0,106,3
228000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Apartment,2,0,106,3
420000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,126,6
470000,Sliema and St Julians Surroundings,Portomaso,Apartment,1,1,60,3
382000,South,Vittoriosa,Maisonette Duplex,2,1,93,6
255000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,96,5
130000,Sliema and St Julians Surroundings,Pieta,Apartment,1,2,55,4
300000,South,Zabbar,Maisonette,3,2,202,6
1300000,Central,Balzan,House of Character,4,4,337,14
691000,South,Luqa,Terraced House,5,2,235,10
320000,Central,Hamrun,Maisonette,2,2,145,6
637500,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,234,8
740000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,160,6
3800000,Sliema and St Julians Surroundings,Portomaso,Apartment,3,3,400,6
225000,South,Kalkara,Apartment,3,2,116,6
170000,Sliema and St Julians Surroundings,Msida,Apartment,1,0,65,3
425000,Sliema and St Julians Surroundings,Pieta,Maisonette Duplex,4,0,200,5
320000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,122,6
265000,Central,Zebbug,Maisonette,2,1,158,6
267000,South,Marsa,Townhouse,3,2,208,9
880000,Sliema and St Julians Surroundings,Sliema,Penthouse,3,2,160,7
222000,South,Tarxien,Maisonette,3,2,104,6
399000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,3,161,7
310000,North,Qawra,Apartment,3,2,131,6
230000,North,Qawra,Apartment,3,2,131,6
230000,North,Qawra,Apartment,3,2,131,6
195000,Sliema and St Julians Surroundings,Swatar,Apartment,1,1,64,4
244000,North,Qawra,Apartment,3,2,140,8
1100000,Valletta,Valletta,Townhouse,1,1,150,4
425000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,2,2,135,6
739000,Central,Gharghur,House of Character,3,3,154,11
495000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,150,9
1800000,Valletta,Valletta,Townhouse,4,5,338,19
260000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,105,5
840000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,3,2,183,8
750000,South,Kalkara,Penthouse Duplex,2,3,125,6
1100000,Sliema and St Julians Surroundings,Madliena,Apartment,2,2,172,7
550000,Sliema and St Julians Surroundings,San Gwann,Penthouse,2,2,131,6
197000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,56,5
380000,Sliema and St Julians Surroundings,Gzira,Apartment,4,3,104,9
350000,North,Mellieha,House of Character,2,3,136,7
425000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Maisonette,3,1,166,6
585000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Penthouse,3,2,170,6
243000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,1,74,6
430000,Sliema and St Julians Surroundings,Kappara,Penthouse,2,2,125,5
475000,Sliema and St Julians Surroundings,Portomaso,Apartment,1,1,80,5
550000,Sliema and St Julians Surroundings,Swieqi,Maisonette Duplex,3,4,162,10
195000,Central,Hamrun,Penthouse,1,1,83,5
150000,Central,Hamrun,Apartment,1,2,70,5
150000,Central,Hamrun,Apartment,1,1,70,5
375000,Central,Qormi,House of Character,6,1,197,10
300000,South,Zabbar,Penthouse,3,2,149,7
150000,Central,Hamrun,Apartment,1,1,70,4
860000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,2,250,7
2650000,Valletta,Valletta,Palazzo,13,0,879,16
565000,Sliema and St Julians Surroundings,Swieqi,Maisonette Duplex,3,2,227,9
310000,Sliema and St Julians Surroundings,Msida,Maisonette,3,2,112,7
450000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,3,2,160,6
340000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,126,6
340000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,126,6
245000,North,Salina,Apartment,3,0,115,5
560000,Central,Mosta,Penthouse,3,2,120,7
300000,Sliema and St Julians Surroundings,San Gwann,Penthouse,2,1,130,5
1850000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,4,300,10
760000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,150,6
595000,North,Rabat,Townhouse,4,3,256,12
295000,North,Mellieha,Apartment,3,2,140,7
297500,South,Birzebbuga,Apartment,3,2,161,9
635000,South,Cospicua,Townhouse,3,1,207,7
368000,South,Marsascala,Apartment,3,2,257,7
483500,South,Marsascala,Maisonette,3,2,224,6
265000,South,Luqa,Maisonette,2,2,102,5
205000,South,Marsascala,Apartment,2,1,101,4
200000,South,Marsascala,Apartment,2,1,101,4
205000,South,Marsascala,Maisonette,1,1,121,5
245000,South,Marsascala,Maisonette,2,2,132,6
215000,South,Marsascala,Apartment,2,1,101,4
225000,South,Marsascala,Penthouse,1,1,94,5
3500000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,3,386,8
670000,Central,Birkirkara,Townhouse,3,2,186,9
420000,South,Ghaxaq,House of Character,3,5,140,12
280000,North,Zebbiegh,Apartment,3,2,141,6
330000,Sliema and St Julians Surroundings,Sliema,Townhouse,2,2,150,11
845000,Sliema and St Julians Surroundings,Sliema,Apartment,4,2,210,8
185000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,1,1,58,4
450000,Sliema and St Julians Surroundings,Ta' Xbiex,Penthouse,2,2,149,5
500000,South,Zejtun,House of Character,3,0,185,8
279000,Central,Birkirkara,House of Character,3,2,0,6
950000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,2,185,7
1250000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,2,0,7
308270,North,St Paul's Bay,Apartment,2,2,109,5
287000,North,St Paul's Bay,Apartment,2,2,104,5
308270,North,St Paul's Bay,Apartment,2,2,109,5
349000,South,Marsascala,Maisonette,3,2,145,7
615000,Sliema and St Julians Surroundings,Pender Place,Apartment,3,2,160,7
638000,Central,Zebbug,Terraced House,3,1,150,8
1500000,Sliema and St Julians Surroundings,Swieqi,Penthouse Duplex,4,2,450,8
550000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,1,160,5
475000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,160,5
425000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,160,6
600000,North,Mellieha,Apartment,3,0,99,4
250000,Central,Attard,Apartment,2,2,97,6
300000,Central,Attard,Maisonette,2,3,89,6
350000,Central,Attard,Maisonette,3,2,145,6
250000,Central,Attard,Apartment,2,2,87,5
250000,Central,Attard,Apartment,2,3,88,6
250000,Central,Attard,Apartment,2,2,92,6
1390000,Sliema and St Julians Surroundings,Pembroke,Villa Semi-detached,3,5,300,17
1350000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,2,504,9
680000,Sliema and St Julians Surroundings,Sliema,Apartment,3,3,0,9
330000,Sliema and St Julians Surroundings,Sliema,Maisonette,3,2,143,6
320000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,136,6
340000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,136,6
330000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,136,6
1400000,South,Zabbar,Farmhouse,6,2,593,9
299000,Central,Mosta,Apartment,2,2,106,5
438000,Central,Mosta,Apartment,3,2,166,6
329000,Central,Mosta,Apartment,2,2,106,5
488000,Central,Mosta,Apartment,3,2,166,6
288000,Central,Mosta,Apartment,3,2,168,6
260000,Central,Attard,Maisonette Duplex,2,1,130,4
1370000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,2,161,5
1420000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,2,166,5
1475000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,3,173,6
269500,Valletta,Valletta,Apartment,0,0,47,0
395000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,154,6
315000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,0,5
265000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,68,5
395000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,1,120,5
4500000,Sliema and St Julians Surroundings,Sliema,Townhouse,4,0,510,8
285000,Central,Birkirkara,Apartment,3,2,135,6
255000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,96,6
395000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,98,5
5500000,Sliema and St Julians Surroundings,Portomaso,Penthouse,3,4,317,7
1200000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,3,3,242,8
350000,Sliema and St Julians Surroundings,Gzira,Apartment,3,3,120,9
585000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,110,6
1250000,Sliema and St Julians Surroundings,Sliema,Townhouse,5,3,215,13
425000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,0,0,4
900000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,150,8
415000,Sliema and St Julians Surroundings,Sliema,Townhouse,5,2,277,8
2500000,Central,Lija,House of Character,5,5,1627,14
250000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,92,5
305000,North,Bugibba,Apartment,4,3,141,10
245000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,92,5
1990000,Sliema and St Julians Surroundings,Tigne Point,Apartment Duplex,3,0,304,4
394000,North,Bugibba,Apartment,2,1,117,5
199000,Central,Zebbug,Apartment,2,2,104,5
1380000,Sliema and St Julians Surroundings,Sliema,Townhouse,7,8,250,17
740000,Central,Gharghur,House of Character,3,3,0,10
550000,Sliema and St Julians Surroundings,St Julian's,Apartment,4,4,230,12
250000,North,Qawra,Apartment,2,2,199,5
319000,Central,Zebbug,House of Character,4,0,135,7
335000,South,Tarxien,Maisonette,3,4,275,9
372000,South,Fgura,Maisonette Solitary,3,1,150,6
1020000,South,Marsa,Plot,0,0,816,4
1300000,South,Tarxien,Villa Semi-detached,3,3,320,8
670000,Sliema and St Julians Surroundings,Pender Place,Apartment,3,2,155,6
325000,Sliema and St Julians Surroundings,Sliema,Apartment,1,3,0,5
185000,North,Bugibba,Apartment,2,2,102,6
300000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,94,6
300000,Sliema and St Julians Surroundings,Gzira,Maisonette,2,2,93,6
700000,Valletta,Valletta,Apartment,2,2,110,5
970000,North,Mellieha,Penthouse Duplex,3,3,250,8
640000,North,Mellieha,Apartment,3,2,161,6
168000,Central,Hamrun,Penthouse,1,0,0,2
160000,Central,Hamrun,Apartment,2,0,0,3
935000,South,Senglea,Townhouse,4,3,576,13
1700000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,1,146,5
1700000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,1,155,4
665000,Sliema and St Julians Surroundings,Sliema,Apartment,4,0,159,6
525000,Sliema and St Julians Surroundings,Sliema,Apartment,4,0,165,5
800000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,3,2,185,7
295000,North,Qawra,Apartment,3,2,195,7
252000,North,Bugibba,Penthouse Duplex,2,1,120,4
650000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,3,2,147,7
270000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,110,5
350000,North,Qawra,Apartment,3,2,170,6
1275000,Sliema and St Julians Surroundings,Sliema,Block Of Apartments,0,0,257,0
1915000,Central,Gharghur,Farmhouse,3,2,2200,7
375000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,3,2,129,6
365000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,3,2,127,6
355000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Apartment,3,2,120,6
1200000,South,Zabbar,Palazzo,4,1,592,8
1250000,Sliema and St Julians Surroundings,Kappara,Villa Detached,4,5,491,15
6000000,Valletta,Valletta,Palazzo,3,1,450,6
1500000,Central,Zebbug,Palazzo,0,5,1097,10
1500000,Sliema and St Julians Surroundings,Sliema,Townhouse,4,1,252,8
1800000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,0,300,5
425000,North,Rabat,Penthouse Duplex,3,2,0,8
650000,Sliema and St Julians Surroundings,Sliema,Penthouse,3,2,183,7
500000,Central,Gharghur,Maisonette Duplex,2,3,204,8
1025000,Central,Gharghur,Penthouse,3,2,221,6
850000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,2,2,149,7
298000,Central,Birkirkara,Apartment,3,2,143,8
3910000,Sliema and St Julians Surroundings,Msida,Site,4,2,948,8
799000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,4,191,9
6500000,Central,Gharghur,Land,0,1,25000,5
380000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,143,7
1000000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,3,214,7
255000,Sliema and St Julians Surroundings,San Gwann,Apartment,4,2,110,8
200000,Central,Qormi,Apartment,3,1,169,7
550000,Sliema and St Julians Surroundings,Sliema,Apartment,3,1,109,5
390000,Sliema and St Julians Surroundings,Sliema,Townhouse,2,2,155,6
266000,Sliema and St Julians Surroundings,Guardamangia,Maisonette,2,2,100,5
1050000,Sliema and St Julians Surroundings,Sliema,Townhouse,7,7,0,18
266000,South,Zabbar,Penthouse,2,2,110,7
960000,Sliema and St Julians Surroundings,Tigne Point,Apartment,1,2,0,5
383000,South,Marsascala,Apartment,3,2,131,7
1600000,Central,Lija,Villa Semi-detached,4,3,671,12
213000,South,Luqa,Apartment,3,2,122,6
245000,South,Luqa,Apartment,3,2,122,6
213000,South,Luqa,Apartment,3,2,103,6
213000,South,Luqa,Apartment,3,1,97,5
532000,North,St Paul's Bay,Penthouse,1,2,80,4
855000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Penthouse Duplex,3,2,184,6
260000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,142,6
2950000,South,Zejtun,Townhouse,5,3,1450,14
565000,Sliema and St Julians Surroundings,Madliena,Apartment,2,2,180,5
235000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,125,5
362000,Central,Zebbug,Apartment,3,2,0,7
275000,Sliema and St Julians Surroundings,Msida,Maisonette,3,2,155,6
275000,Sliema and St Julians Surroundings,Msida,Maisonette,0,0,58,1
790000,Sliema and St Julians Surroundings,Madliena,Apartment,1,2,195,5
635000,Central,Mriehel,Villa Semi-detached,3,3,200,12
4250000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,1,806,4
595000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,115,5
430000,Sliema and St Julians Surroundings,St Julian's,Penthouse,2,1,115,5
640000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,92,8
595000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,220,9
250000,North,Xemxija,Apartment,3,2,126,6
275000,North,Xemxija,Apartment,3,2,127,6
300000,North,Xemxija,Apartment,3,2,126,6
275000,North,Xemxija,Apartment,3,2,126,6
250000,North,Xemxija,Apartment,3,2,127,6
430000,Sliema and St Julians Surroundings,Gzira,Penthouse,3,2,168,7
3075000,Sliema and St Julians Surroundings,Madliena,Villa Semi-detached,3,0,660,7
259500,North,Mgarr,Maisonette,2,1,120,4
280000,Sliema and St Julians Surroundings,Msida,Apartment,4,2,127,7
355000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,1,164,6
4250000,Sliema and St Julians Surroundings,Sliema,Apartment,3,0,400,7
1330000,Sliema and St Julians Surroundings,St Julian's,Penthouse Duplex,4,3,380,9
1400000,Valletta,Valletta,Palazzino,4,4,140,9
498000,North,Rabat,Land,0,0,400,4
740000,Central,Hamrun,Townhouse,1,2,206,6
799000,Sliema and St Julians Surroundings,Portomaso,Apartment,1,2,123,5
390000,North,Qawra,Apartment,3,2,120,7
9500000,North,Mellieha,Villa Detached,3,1,2350,5
1450000,Gozo,Gozo - Sannat,Farmhouse,4,4,2100,13
290000,Sliema and St Julians Surroundings,Msida,Apartment,3,0,143,5
450000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,120,7
995000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,201,6
215000,North,St Paul's Bay,Apartment,3,2,112,8
3500000,Sliema and St Julians Surroundings,Sliema,Penthouse,3,3,700,10
450000,Central,Birkirkara,Townhouse,3,1,110,10
250000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,80,6
695000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,155,8
650000,Valletta,Valletta,Apartment,2,2,84,6
700000,Valletta,Valletta,Apartment,2,1,87,4
280000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,125,7
1150000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,2,4,199,8
340000,Central,Attard,Apartment,3,2,123,6
350000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,130,9
1250000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,3,0,6
545000,Sliema and St Julians Surroundings,Sliema,Townhouse,4,5,140,13
565000,Sliema and St Julians Surroundings,St Julian's,Penthouse,3,2,186,9
330000,Sliema and St Julians Surroundings,Gzira,Penthouse,3,2,101,6
18000000,Sliema and St Julians Surroundings,Msida,Land,0,1,4000,4
375000,South,Vittoriosa,Townhouse,3,3,200,11
840000,Sliema and St Julians Surroundings,Tigne Point,Apartment,2,2,169,5
590000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,135,6
575000,Sliema and St Julians Surroundings,Portomaso,Apartment,2,2,81,5
3765000,South,Birzebbuga,Farmhouse,3,3,6200,7
895000,Central,Attard,Townhouse,3,4,225,14
20000000,South,Marsaxlokk,House of Character,0,0,371000,5
1500000,Sliema and St Julians Surroundings,Sliema,Apartment,3,0,350,7
340000,Sliema and St Julians Surroundings,Kappara,Maisonette,3,2,170,8
1600000,Central,Birkirkara,Townhouse,4,4,850,11
3400000,Central,Naxxar,Farmhouse,3,0,2500,9
399000,South,Marsascala,Maisonette,3,2,208,7
490000,Sliema and St Julians Surroundings,St Julian's,Apartment,4,3,280,10
420000,North,Mellieha,Apartment,3,1,120,6
405000,Central,Qormi,Maisonette,4,2,223,11
890000,Sliema and St Julians Surroundings,Sliema,Maisonette,3,3,175,9
2200000,North,Wardija,Villa Detached,3,3,1300,8
2036000,North,Wardija,Villa Detached,3,4,1300,8
585000,Central,Naxxar,House of Character,3,2,223,12
800000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,1,1,155,4
2800000,Sliema and St Julians Surroundings,St Julian's,Apartment,4,4,285,12
975000,Sliema and St Julians Surroundings,Sliema,Penthouse,3,2,460,8
1234568,South,Marsa,Plot,0,1,356,6
850000,Sliema and St Julians Surroundings,Madliena,Apartment,3,2,200,7
850000,Sliema and St Julians Surroundings,Madliena,Apartment,3,0,0,5
965000,Sliema and St Julians Surroundings,Portomaso,Apartment,3,3,246,11
820000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,207,5
295000,Central,Attard,Apartment,3,2,130,7
425000,Gozo,Gozo - Fort Chambray,Maisonette,2,1,139,5
235000,South,Fgura,Penthouse,2,1,90,5
235000,South,Zurrieq,Apartment,3,2,134,6
345000,South,Paola,Townhouse,2,2,115,8
270000,North,Qawra,Apartment,3,1,170,8
245000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,106,7
1065000,Central,Attard,House of Character,3,3,450,11
1550000,Gozo,Gozo - Xaghra,Villa Detached,3,4,1019,14
345000,Sliema and St Julians Surroundings,Sliema,Apartment,2,3,127,8
235000,Sliema and St Julians Surroundings,San Gwann,Apartment,2,2,110,5
266000,South,Fgura,Apartment,3,2,118,6
245000,Central,Qormi,Apartment,3,2,122,8
282000,South,Marsascala,Apartment,3,2,136,7
490000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,4,230,11
370000,North,Bugibba,Apartment,2,1,74,4
275000,Central,Hamrun,Maisonette,3,3,143,9
535000,Central,Naxxar,Townhouse,4,3,529,15
375000,Central,Naxxar,Apartment,3,2,160,8
285000,Central,Mosta,Apartment,2,1,98,6
192000,Central,Birkirkara,Apartment,2,1,80,7
395000,South,Marsascala,Maisonette,3,2,158,7
385000,North,St Paul's Bay,Apartment,4,2,200,9
349000,Gozo,Gozo - Nadur,Maisonette,3,2,115,10
219000,North,Mellieha,Apartment,2,2,68,6
370000,Central,Birkirkara,Apartment Duplex,2,1,116,7
550000,Central,Birkirkara,Terraced House,3,1,160,6
560000,Central,Santa Venera,Terraced House,4,2,243,10
232000,North,Bugibba,Apartment,3,2,109,7
385000,Central,Birkirkara,House of Character,3,2,131,9
550000,South,Qrendi,House of Character,3,0,300,6
475000,Central,Naxxar,Apartment,3,2,185,7
240000,South,Zabbar,Townhouse,1,2,90,8
690000,South,Marsascala,Terraced House,3,2,250,9
3000000,North,Santa Maria Estate,Bungalow Detached,6,4,1135,17
325000,South,Zurrieq,Penthouse,2,2,135,5
280000,South,Tarxien,Apartment,3,2,135,9
255000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,105,4
197000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,55,4
270000,Sliema and St Julians Surroundings,Swatar,Apartment,3,2,120,6
475000,North,Bugibba,Maisonette,3,2,221,8
308000,Central,Santa Venera,Maisonette,3,2,160,7
281000,Central,Zebbug,Apartment,3,2,112,8
2900000,Sliema and St Julians Surroundings,High Ridge,Villa Semi-detached,4,3,500,11
360000,Central,Birkirkara,Apartment,3,2,133,6
223200,South,Birzebbuga,Apartment,2,1,90,4
191000,Central,Qormi,Apartment,2,1,120,6
295000,Central,Floriana,Apartment,1,1,59,5
479000,South,Marsascala,Maisonette Solitary,3,1,140,8
420000,Central,Mosta,Penthouse,3,2,133,7
1170000,South,Marsascala,Villa Semi-detached,3,3,320,11
1350000,Central,Mosta,House of Character,4,0,612,10
325000,Sliema and St Julians Surroundings,Sliema,Apartment Duplex,2,1,113,5
685000,Sliema and St Julians Surroundings,Victoria Gardens,Maisonette Duplex,3,2,271,10
255000,South,Zurrieq,Maisonette,3,2,150,6
500000,South,Marsascala,Penthouse,3,2,165,6
350000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,100,7
255000,Central,Attard,Maisonette,2,1,100,4
500000,North,Mellieha,Apartment,2,2,144,6
675000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,120,9
575000,Central,Birkirkara,Terraced House,4,2,260,9
180000,South,Marsa,Maisonette,1,1,102,3
1010000,Central,Attard,Villa Semi-detached,3,2,300,9
185000,Gozo,Gozo - Ghajnsielem,Apartment,2,2,82,5
425000,South,Zabbar,Townhouse,2,2,86,7
434000,Central,Attard,Apartment,3,2,166,7
300000,Central,Birkirkara,Maisonette,3,2,172,7
1200000,Sliema and St Julians Surroundings,Kappara,Villa Detached,4,2,350,11
213000,South,Zejtun,Apartment,3,2,98,7
400000,South,Zabbar,Maisonette,3,1,160,6
414500,Central,Qormi,Townhouse,3,1,223,7
405000,South,Kirkop,Penthouse,3,2,190,6
335000,South,Luqa,Apartment,3,2,110,6
375000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,163,9
325000,South,Zabbar,Penthouse,3,2,100,9
250000,South,Zabbar,Apartment,3,2,126,9
245000,South,Zabbar,Apartment,3,2,126,9
240000,South,Zabbar,Apartment,3,2,139,9
420000,South,Zurrieq,Penthouse,3,2,122,7
1450000,Valletta,Valletta,Palazzo,4,2,630,11
372000,South,Fgura,Penthouse,3,2,168,7
215000,South,Fgura,Apartment,2,1,124,6
